State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,,,
01,017,DISTRICT,Ramban,Rural,7968,39583,20839,18744,8534,4442,4092,10936,7322,3614,28647,13517,15130,13146,9785,3361,6726,5749,977,3825,3554,271,469,441,28,255,43,212,2177,1711,466,6420,4036,2384,3632,2353,1279,1153,744,409,404,46,358,1231,893,338,4983,3321,1662,2877,1979,898,776,577,199,353,43,310,977,722,255,1437,715,722,755,374,381,377,167,210,51,3,48,254,171,83,26437,11054,15383,,,,,
01,017,DISTRICT,Ramban,Urban,39,189,101,88,26,14,12,106,63,43,83,38,45,50,43,7,42,36,6,0,0,0,3,3,0,1,1,0,38,32,6,8,7,1,0,0,0,3,3,0,0,0,0,5,4,1,8,7,1,0,0,0,3,3,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,58,81,,,,,
01,018,DISTRICT,Kishtwar,Total,7307,38149,19889,18260,8294,4217,4077,8658,5849,2809,29491,14040,15451,14370,9387,4983,6152,4249,1903,4240,2708,1532,793,622,171,72,15,57,1047,904,143,8218,5138,3080,3753,1944,1809,3633,2544,1089,140,37,103,692,613,79,5066,3391,1675,2579,1517,1062,1887,1387,500,81,29,52,519,458,61,3152,1747,1405,1174,427,747,1746,1157,589,59,8,51,173,155,18,23779,10502,13277,,,,,
01,018,DISTRICT,Kishtwar,Rural,7294,38069,19840,18229,8282,4212,4070,8606,5813,2793,29463,14027,15436,14339,9356,4983,6122,4219,1903,4240,2708,1532,792,621,171,72,15,57,1018,875,143,8217,5137,3080,3753,1944,1809,3633,2544,1089,140,37,103,691,612,79,5065,3390,1675,2579,1517,1062,1887,1387,500,81,29,52,518,457,61,3152,1747,1405,1174,427,747,1746,1157,589,59,8,51,173,155,18,23730,10484,13246,,,,,
01,018,DISTRICT,Kishtwar,Urban,13,80,49,31,12,5,7,52,36,16,28,13,15,31,31,0,30,30,0,0,0,0,1,1,0,0,0,0,29,29,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,31,,,,,
01,019,DISTRICT,Udhampur,Total,9346,56309,29142,27167,11064,5841,5223,20030,13166,6864,36279,15976,20303,25696,15119,10577,13718,10876,2842,8056,6756,1300,445,348,97,75,47,28,5142,3725,1417,11978,4243,7735,6587,2139,4448,917,453,464,211,69,142,4263,1582,2681,9757,3444,6313,5504,1699,3805,650,359,291,153,56,97,3450,1330,2120,2221,799,1422,1083,440,643,267,94,173,58,13,45,813,252,561,30613,14023,16590,,,,,
01,019,DISTRICT,Udhampur,Rural,8861,53636,27736,25900,10598,5607,4991,18675,12331,6344,34961,15405,19556,24825,14398,10427,13054,10291,2763,7982,6707,1275,429,333,96,72,44,28,4571,3207,1364,11771,4107,7664,6502,2098,4404,905,447,458,207,67,140,4157,1495,2662,9603,3328,6275,5464,1676,3788,639,353,286,149,54,95,3351,1245,2106,2168,779,1389,1038,422,616,266,94,172,58,13,45,806,250,556,28811,13338,15473,,,,,
01,019,DISTRICT,Udhampur,Urban,485,2673,1406,1267,466,234,232,1355,835,520,1318,571,747,871,721,150,664,585,79,74,49,25,16,15,1,3,3,0,571,518,53,207,136,71,85,41,44,12,6,6,4,2,2,106,87,19,154,116,38,40,23,17,11,6,5,4,2,2,99,85,14,53,20,33,45,18,27,1,0,1,0,0,0,7,2,5,1802,685,1117,,,,,
01,020,DISTRICT,Reasi,Total,15821,88365,46330,42035,18432,9514,8918,27584,17807,9777,60781,28523,32258,38515,23517,14998,23151,20009,3142,16871,15267,1604,422,331,91,53,27,26,5805,4384,1421,15364,3508,11856,12275,2710,9565,822,231,591,97,8,89,2170,559,1611,12870,2698,10172,10252,2045,8207,647,197,450,77,7,70,1894,449,1445,2494,810,1684,2023,665,1358,175,34,141,20,1,19,276,110,166,49850,22813,27037,,,,,
01,020,DISTRICT,Reasi,Rural,15526,86608,45441,41167,18084,9335,8749,26778,17321,9457,59830,28120,31710,37668,23071,14597,22619,19631,2988,16605,15119,1486,387,318,69,53,27,26,5574,4167,1407,15049,3440,11609,12116,2678,9438,696,213,483,97,8,89,2140,541,1599,12675,2636,10039,10143,2015,8128,587,182,405,77,7,70,1868,432,1436,2374,804,1570,1973,663,1310,109,31,78,20,1,19,272,109,163,48940,22370,26570,,,,,
01,020,DISTRICT,Reasi,Urban,295,1757,889,868,348,179,169,806,486,320,951,403,548,847,446,401,532,378,154,266,148,118,35,13,22,0,0,0,231,217,14,315,68,247,159,32,127,126,18,108,0,0,0,30,18,12,195,62,133,109,30,79,60,15,45,0,0,0,26,17,9,120,6,114,50,2,48,66,3,63,0,0,0,4,1,3,910,443,467,,,,,
01,021,DISTRICT,Jammu,Total,12290,69193,36323,32870,11721,6186,5535,33121,20200,12921,36072,16123,19949,21668,16951,4717,15732,13285,2447,3655,3192,463,790,705,85,493,335,158,10794,9053,1741,5936,3666,2270,1910,961,949,1030,722,308,338,178,160,2658,1805,853,5152,3187,1965,1701,863,838,879,624,255,323,174,149,2249,1526,723,784,479,305,209,98,111,151,98,53,15,4,11,409,279,130,47525,19372,28153,,,,,
01,021,DISTRICT,Jammu,Rural,8309,47138,24647,22491,8435,4491,3944,20449,12653,7796,26689,11994,14695,15521,11655,3866,10939,9115,1824,3166,2721,445,715,634,81,408,276,132,6650,5484,1166,4582,2540,2042,1865,925,940,842,548,294,187,65,122,1688,1002,686,3982,2220,1762,1664,835,829,703,461,242,175,63,112,1440,861,579,600,320,280,201,90,111,139,87,52,12,2,10,248,141,107,31617,12992,18625,,,,,
01,021,DISTRICT,Jammu,Urban,3981,22055,11676,10379,3286,1695,1591,12672,7547,5125,9383,4129,5254,6147,5296,851,4793,4170,623,489,471,18,75,71,4,85,59,26,4144,3569,575,1354,1126,228,45,36,9,188,174,14,151,113,38,970,803,167,1170,967,203,37,28,9,176,163,13,148,111,37,809,665,144,184,159,25,8,8,0,12,11,1,3,2,1,161,138,23,15908,6380,9528,,,,,
01,022,DISTRICT,Samba,Total,3239,17573,9188,8385,2910,1548,1362,8506,5153,3353,9067,4035,5032,4842,4147,695,3726,3295,431,830,681,149,193,184,9,66,54,12,2637,2376,261,1116,852,264,217,192,25,316,281,35,11,6,5,572,373,199,846,642,204,159,145,14,226,200,26,9,5,4,452,292,160,270,210,60,58,47,11,90,81,9,2,1,1,120,81,39,12731,5041,7690,,,,,
01,022,DISTRICT,Samba,Rural,3074,16636,8676,7960,2799,1485,1314,7874,4766,3108,8762,3910,4852,4571,3910,661,3485,3084,401,821,673,148,181,172,9,62,52,10,2421,2187,234,1086,826,260,216,191,25,309,275,34,11,6,5,550,354,196,826,625,201,159,145,14,224,199,25,9,5,4,434,276,158,260,201,59,57,46,11,85,76,9,2,1,1,116,78,38,12065,4766,7299,,,,,
01,022,DISTRICT,Samba,Urban,165,937,512,425,111,63,48,632,387,245,305,125,180,271,237,34,241,211,30,9,8,1,12,12,0,4,2,2,216,189,27,30,26,4,1,1,0,7,6,1,0,0,0,22,19,3,20,17,3,0,0,0,2,1,1,0,0,0,18,16,2,10,9,1,1,1,0,5,5,0,0,0,0,4,3,1,666,275,391,,,,,
02,000,State,HIMACHAL PRADESH,Total,80678,392126,196118,196008,47914,24823,23091,253475,142461,111014,138651,53657,84994,209957,116539,93418,112018,75622,36396,55871,31737,24134,3307,2075,1232,2190,1370,820,50650,40440,10210,97939,40917,57022,75138,27848,47290,6794,3553,3241,2574,958,1616,13433,8558,4875,61761,26151,35610,45360,16368,28992,5204,2802,2402,1612,662,950,9585,6319,3266,36178,14766,21412,29778,11480,18298,1590,751,839,962,296,666,3848,2239,1609,182169,79579,102590,,,,,
02,000,State,HIMACHAL PRADESH,Rural,76291,374392,186896,187496,46443,24013,22430,239263,134682,104581,135129,52214,82915,203642,111943,91699,106590,71481,35109,55489,31475,24014,3224,2013,1211,2113,1313,800,45764,36680,9084,97052,40462,56590,74869,27764,47105,6614,3457,3157,2532,937,1595,13037,8304,4733,61086,25776,35310,45193,16310,28883,5058,2725,2333,1576,643,933,9259,6098,3161,35966,14686,21280,29676,11454,18222,1556,732,824,956,294,662,3778,2206,1572,170750,74953,95797,,,,,
02,000,State,HIMACHAL PRADESH,Urban,4387,17734,9222,8512,1471,810,661,14212,7779,6433,3522,1443,2079,6315,4596,1719,5428,4141,1287,382,262,120,83,62,21,77,57,20,4886,3760,1126,887,455,432,269,84,185,180,96,84,42,21,21,396,254,142,675,375,300,167,58,109,146,77,69,36,19,17,326,221,105,212,80,132,102,26,76,34,19,15,6,2,4,70,33,37,11419,4626,6793,,,,,
02,023,DISTRICT,Chamba,Total,26069,135500,67900,67600,18152,9377,8775,81090,46997,34093,54410,20903,33507,80956,42406,38550,27087,19787,7300,10823,7103,3720,1121,610,511,754,345,409,14389,11729,2660,53869,22619,31250,45512,18115,27397,2467,1199,1268,1198,441,757,4692,2864,1828,32134,13773,18361,26033,10379,15654,1904,928,976,712,278,434,3485,2188,1297,21735,8846,12889,19479,7736,11743,563,271,292,486,163,323,1207,676,531,54544,25494,29050,,,,,
02,023,DISTRICT,Chamba,Rural,25457,132907,66589,66318,17901,9251,8650,79100,45895,33205,53807,20694,33113,80099,41775,38324,26386,19234,7152,10820,7102,3718,1116,607,509,748,340,408,13702,11185,2517,53713,22541,31172,45469,18110,27359,2428,1173,1255,1193,438,755,4623,2820,1803,32032,13704,18328,26022,10378,15644,1879,905,974,708,275,433,3423,2146,1277,21681,8837,12844,19447,7732,11715,549,268,281,485,163,322,1200,674,526,52808,24814,27994,,,,,
02,023,DISTRICT,Chamba,Urban,612,2593,1311,1282,251,126,125,1990,1102,888,603,209,394,857,631,226,701,553,148,3,1,2,5,3,2,6,5,1,687,544,143,156,78,78,43,5,38,39,26,13,5,3,2,69,44,25,102,69,33,11,1,10,25,23,2,4,3,1,62,42,20,54,9,45,32,4,28,14,3,11,1,0,1,7,2,5,1736,680,1056,,,,,
02,024,DISTRICT,Kangra,Total,17551,84564,41745,42819,10261,5345,4916,55036,30153,24883,29528,11592,17936,34938,21970,12968,17742,14054,3688,4009,2574,1435,624,465,159,555,447,108,12554,10568,1986,17196,7916,9280,8875,2859,6016,2894,1538,1356,643,288,355,4784,3231,1553,11499,5745,5754,5590,1891,3699,2137,1203,934,443,220,223,3329,2431,898,5697,2171,3526,3285,968,2317,757,335,422,200,68,132,1455,800,655,49626,19775,29851,,,,,
02,024,DISTRICT,Kangra,Rural,16597,80234,39498,40736,9827,5105,4722,51900,28383,23517,28334,11115,17219,33463,20773,12690,16572,13076,3496,3977,2547,1430,580,425,155,534,430,104,11481,9674,1807,16891,7697,9194,8837,2838,5999,2816,1496,1320,626,275,351,4612,3088,1524,11230,5555,5675,5556,1873,3683,2071,1171,900,427,208,219,3176,2303,873,5661,2142,3519,3281,965,2316,745,325,420,199,67,132,1436,785,651,46771,18725,28046,,,,,
02,024,DISTRICT,Kangra,Urban,954,4330,2247,2083,434,240,194,3136,1770,1366,1194,477,717,1475,1197,278,1170,978,192,32,27,5,44,40,4,21,17,4,1073,894,179,305,219,86,38,21,17,78,42,36,17,13,4,172,143,29,269,190,79,34,18,16,66,32,34,16,12,4,153,128,25,36,29,7,4,3,1,12,10,2,1,1,0,19,15,4,2855,1050,1805,,,,,
02,025,DISTRICT,Lahul & Spiti,Total,5363,25707,12748,12959,2608,1289,1319,17773,9957,7816,7934,2791,5143,15088,7686,7402,11661,6123,5538,7912,3573,4339,123,61,62,85,49,36,3541,2440,1101,3427,1563,1864,2170,793,1377,260,143,117,8,3,5,989,624,365,2159,925,1234,1401,473,928,204,115,89,5,2,3,549,335,214,1268,638,630,769,320,449,56,28,28,3,1,2,440,289,151,10619,5062,5557,,,,,
02,025,DISTRICT,Lahul & Spiti,Rural,5363,25707,12748,12959,2608,1289,1319,17773,9957,7816,7934,2791,5143,15088,7686,7402,11661,6123,5538,7912,3573,4339,123,61,62,85,49,36,3541,2440,1101,3427,1563,1864,2170,793,1377,260,143,117,8,3,5,989,624,365,2159,925,1234,1401,473,928,204,115,89,5,2,3,549,335,214,1268,638,630,769,320,449,56,28,28,3,1,2,440,289,151,10619,5062,5557,,,,,
02,025,DISTRICT,Lahul & Spiti,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
02,026,DISTRICT,Kullu,Total,3961,16822,8493,8329,1422,763,659,12805,6973,5832,4017,1520,2497,8362,4842,3520,6426,4168,2258,2846,1745,1101,313,182,131,118,67,51,3149,2174,975,1936,674,1262,1507,490,1017,163,57,106,33,8,25,233,119,114,1251,384,867,918,250,668,122,37,85,27,6,21,184,91,93,685,290,395,589,240,349,41,20,21,6,2,4,49,28,21,8460,3651,4809,,,,,
02,026,DISTRICT,Kullu,Rural,2831,12463,6320,6143,1140,606,534,9221,5098,4123,3242,1222,2020,6748,3784,2964,4929,3160,1769,2697,1639,1058,289,170,119,94,51,43,1849,1300,549,1819,624,1195,1471,470,1001,136,49,87,24,8,16,188,97,91,1161,349,812,894,237,657,102,34,68,21,6,15,144,72,72,658,275,383,577,233,344,34,15,19,3,2,1,44,25,19,5715,2536,3179,,,,,
02,026,DISTRICT,Kullu,Urban,1130,4359,2173,2186,282,157,125,3584,1875,1709,775,298,477,1614,1058,556,1497,1008,489,149,106,43,24,12,12,24,16,8,1300,874,426,117,50,67,36,20,16,27,8,19,9,0,9,45,22,23,90,35,55,24,13,11,20,3,17,6,0,6,40,19,21,27,15,12,12,7,5,7,5,2,3,0,3,5,3,2,2745,1115,1630,,,,,
02,027,DISTRICT,Mandi,Total,2616,12787,6345,6442,1765,929,836,8365,4541,3824,4422,1804,2618,7397,3776,3621,3427,2254,1173,1494,757,737,68,23,45,46,27,19,1819,1447,372,3970,1522,2448,3321,1180,2141,125,60,65,52,20,32,472,262,210,2848,1061,1787,2299,772,1527,98,45,53,39,16,23,412,228,184,1122,461,661,1022,408,614,27,15,12,13,4,9,60,34,26,5390,2569,2821,,,,,
02,027,DISTRICT,Mandi,Rural,2488,12359,6114,6245,1731,911,820,8020,4348,3672,4339,1766,2573,7226,3655,3571,3271,2136,1135,1492,756,736,68,23,45,45,26,19,1666,1331,335,3955,1519,2436,3320,1180,2140,125,60,65,52,20,32,458,259,199,2835,1058,1777,2299,772,1527,98,45,53,39,16,23,399,225,174,1120,461,659,1021,408,613,27,15,12,13,4,9,59,34,25,5133,2459,2674,,,,,
02,027,DISTRICT,Mandi,Urban,128,428,231,197,34,18,16,345,193,152,83,38,45,171,121,50,156,118,38,2,1,1,0,0,0,1,1,0,153,116,37,15,3,12,1,0,1,0,0,0,0,0,0,14,3,11,13,3,10,0,0,0,0,0,0,0,0,0,13,3,10,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,257,110,147,,,,,
02,028,DISTRICT,Hamirpur,Total,639,3044,1531,1513,365,196,169,2287,1236,1051,757,295,462,1781,892,889,874,532,342,411,132,279,30,26,4,7,6,1,426,368,58,907,360,547,830,305,525,9,5,4,4,0,4,64,50,14,543,217,326,481,173,308,9,5,4,4,0,4,49,39,10,364,143,221,349,132,217,0,0,0,0,0,0,15,11,4,1263,639,624,,,,,
02,028,DISTRICT,Hamirpur,Rural,596,2801,1396,1405,343,184,159,2080,1116,964,721,280,441,1724,860,864,844,511,333,411,132,279,30,26,4,7,6,1,396,347,49,880,349,531,806,295,511,9,5,4,2,0,2,63,49,14,516,206,310,457,163,294,9,5,4,2,0,2,48,38,10,364,143,221,349,132,217,0,0,0,0,0,0,15,11,4,1077,536,541,,,,,
02,028,DISTRICT,Hamirpur,Urban,43,243,135,108,22,12,10,207,120,87,36,15,21,57,32,25,30,21,9,0,0,0,0,0,0,0,0,0,30,21,9,27,11,16,24,10,14,0,0,0,2,0,2,1,1,0,27,11,16,24,10,14,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,103,83,,,,,
02,029,DISTRICT,Una,Total,1663,8601,4445,4156,1017,552,465,6068,3417,2651,2533,1028,1505,3642,2395,1247,2060,1746,314,657,517,140,111,87,24,60,40,20,1232,1102,130,1582,649,933,1029,277,752,192,148,44,72,13,59,289,211,78,1249,508,741,782,195,587,155,125,30,70,13,57,242,175,67,333,141,192,247,82,165,37,23,14,2,0,2,47,36,11,4959,2050,2909,,,,,
02,029,DISTRICT,Una,Rural,1633,8452,4366,4086,1004,547,457,5948,3349,2599,2504,1017,1487,3596,2354,1242,2017,1707,310,649,511,138,111,87,24,60,40,20,1197,1069,128,1579,647,932,1029,277,752,190,147,43,71,12,59,289,211,78,1246,506,740,782,195,587,153,124,29,69,12,57,242,175,67,333,141,192,247,82,165,37,23,14,2,0,2,47,36,11,4856,2012,2844,,,,,
02,029,DISTRICT,Una,Urban,30,149,79,70,13,5,8,120,68,52,29,11,18,46,41,5,43,39,4,8,6,2,0,0,0,0,0,0,35,33,2,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,38,65,,,,,
02,030,DISTRICT,Bilaspur,Total,2062,10693,5485,5208,1258,656,602,7125,4087,3038,3568,1398,2170,5917,3328,2589,2727,2215,512,1179,832,347,42,37,5,22,20,2,1484,1326,158,3190,1113,2077,2797,794,2003,78,56,22,27,12,15,288,251,37,2184,714,1470,1884,471,1413,51,32,19,22,10,12,227,201,26,1006,399,607,913,323,590,27,24,3,5,2,3,61,50,11,4776,2157,2619,,,,,
02,030,DISTRICT,Bilaspur,Rural,1983,10334,5290,5044,1223,631,592,6826,3922,2904,3508,1368,2140,5744,3225,2519,2608,2126,482,1153,815,338,42,37,5,20,18,2,1393,1256,137,3136,1099,2037,2749,782,1967,77,56,21,25,12,13,285,249,36,2143,706,1437,1847,463,1384,50,32,18,20,10,10,226,201,25,993,393,600,902,319,583,27,24,3,5,2,3,59,48,11,4590,2065,2525,,,,,
02,030,DISTRICT,Bilaspur,Urban,79,359,195,164,35,25,10,299,165,134,60,30,30,173,103,70,119,89,30,26,17,9,0,0,0,2,2,0,91,70,21,54,14,40,48,12,36,1,0,1,2,0,2,3,2,1,41,8,33,37,8,29,1,0,1,2,0,2,1,0,1,13,6,7,11,4,7,0,0,0,0,0,0,2,2,0,186,92,94,,,,,
02,031,DISTRICT,Solan,Total,4715,25645,13351,12294,3465,1858,1607,16216,9480,6736,9429,3871,5558,11395,7527,3868,8252,6415,1837,3936,2645,1291,266,210,56,88,78,10,3962,3482,480,3143,1112,2031,2497,764,1733,173,114,59,145,64,81,328,170,158,2422,883,1539,1887,568,1319,159,104,55,86,63,23,290,148,142,721,229,492,610,196,414,14,10,4,59,1,58,38,22,16,14250,5824,8426,,,,,
02,031,DISTRICT,Solan,Rural,4327,24075,12469,11606,3288,1757,1531,15003,8776,6227,9072,3693,5379,10784,7031,3753,7665,5929,1736,3797,2555,1242,260,206,54,80,71,9,3528,3097,431,3119,1102,2017,2494,764,1730,171,113,58,144,64,80,310,161,149,2399,874,1525,1884,568,1316,157,103,54,85,63,22,273,140,133,720,228,492,610,196,414,14,10,4,59,1,58,37,21,16,13291,5438,7853,,,,,
02,031,DISTRICT,Solan,Urban,388,1570,882,688,177,101,76,1213,704,509,357,178,179,611,496,115,587,486,101,139,90,49,6,4,2,8,7,1,434,385,49,24,10,14,3,0,3,2,1,1,1,0,1,18,9,9,23,9,14,3,0,3,2,1,1,1,0,1,17,8,9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,959,386,573,,,,,
02,032,DISTRICT,Sirmaur,Total,1885,11262,5912,5350,1932,1007,925,5574,3420,2154,5688,2492,3196,4397,3187,1210,3045,2509,536,1652,1299,353,178,155,23,63,47,16,1152,1008,144,1352,678,674,572,214,358,186,132,54,183,31,152,411,301,110,964,494,470,400,132,268,173,125,48,86,16,70,305,221,84,388,184,204,172,82,90,13,7,6,97,15,82,106,80,26,6865,2725,4140,,,,,
02,032,DISTRICT,Sirmaur,Rural,1823,10915,5702,5213,1895,981,914,5303,3253,2050,5612,2449,3163,4304,3116,1188,2966,2448,518,1651,1299,352,178,155,23,63,47,16,1074,947,127,1338,668,670,572,214,358,186,132,54,181,30,151,399,292,107,951,485,466,400,132,268,173,125,48,84,15,69,294,213,81,387,183,204,172,82,90,13,7,6,97,15,82,105,79,26,6611,2586,4025,,,,,
02,032,DISTRICT,Sirmaur,Urban,62,347,210,137,37,26,11,271,167,104,76,43,33,93,71,22,79,61,18,1,0,1,0,0,0,0,0,0,78,61,17,14,10,4,0,0,0,0,0,0,2,1,1,12,9,3,13,9,4,0,0,0,0,0,0,2,1,1,11,8,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,254,139,115,,,,,
02,033,DISTRICT,Shimla,Total,2070,8755,4554,4201,1055,529,526,5812,3212,2600,2943,1342,1601,3738,2333,1405,2768,2055,713,774,549,225,94,75,19,131,93,38,1769,1338,431,970,278,692,617,147,470,93,45,48,42,8,34,218,78,140,751,216,535,503,121,382,70,41,29,41,7,34,137,47,90,219,62,157,114,26,88,23,4,19,1,1,0,81,31,50,5017,2221,2796,,,,,
02,033,DISTRICT,Shimla,Rural,1109,5399,2795,2604,869,429,440,2765,1597,1168,2634,1198,1436,2520,1487,1033,1722,1267,455,752,535,217,90,72,18,116,84,32,764,576,188,798,220,578,541,131,410,62,27,35,39,5,34,156,57,99,657,177,480,469,113,356,40,24,16,39,5,34,109,35,74,141,43,98,72,18,54,22,3,19,0,0,0,47,22,25,2879,1308,1571,,,,,
02,033,DISTRICT,Shimla,Urban,961,3356,1759,1597,186,100,86,3047,1615,1432,309,144,165,1218,846,372,1046,788,258,22,14,8,4,3,1,15,9,6,1005,762,243,172,58,114,76,16,60,31,18,13,3,3,0,62,21,41,94,39,55,34,8,26,30,17,13,2,2,0,28,12,16,78,19,59,42,8,34,1,1,0,1,1,0,34,9,25,2138,913,1225,,,,,
02,034,DISTRICT,Kinnaur,Total,12084,48746,23609,25137,4614,2322,2292,35324,18988,16336,13422,4621,8801,32346,16197,16149,25949,13764,12185,20178,10011,10167,337,144,193,261,151,110,5173,3458,1715,6397,2433,3964,5411,1910,3501,154,56,98,167,70,97,665,397,268,3757,1231,2526,3182,943,2239,122,42,80,77,31,46,376,215,161,2640,1202,1438,2229,967,1262,32,14,18,90,39,51,289,182,107,16400,7412,8988,,,,,
02,034,DISTRICT,Kinnaur,Rural,12084,48746,23609,25137,4614,2322,2292,35324,18988,16336,13422,4621,8801,32346,16197,16149,25949,13764,12185,20178,10011,10167,337,144,193,261,151,110,5173,3458,1715,6397,2433,3964,5411,1910,3501,154,56,98,167,70,97,665,397,268,3757,1231,2526,3182,943,2239,122,42,80,77,31,46,376,215,161,2640,1202,1438,2229,967,1262,32,14,18,90,39,51,289,182,107,16400,7412,8988,,,,,
02,034,DISTRICT,Kinnaur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
05,000,State,UTTARAKHAND,Total,51888,291903,148669,143234,34556,17912,16644,190137,109261,80876,101766,39408,62358,132478,80491,51987,90398,62791,27607,52127,35456,16671,12652,8611,4041,3026,1263,1763,22593,17461,5132,42080,17700,24380,20060,7105,12955,12548,6131,6417,2819,840,1979,6653,3624,3029,30743,13327,17416,14552,5044,9508,9017,4741,4276,2063,639,1424,5111,2903,2208,11337,4373,6964,5508,2061,3447,3531,1390,2141,756,201,555,1542,721,821,159425,68178,91247,,,,,
05,000,State,UTTARAKHAND,Rural,45677,264819,134691,130128,31626,16340,15286,168802,97633,71169,96017,37058,58959,123441,73982,49459,82820,56966,25854,50939,34732,16207,12454,8478,3976,2762,1112,1650,16665,12644,4021,40621,17016,23605,19894,7030,12864,12385,6047,6338,2677,797,1880,5665,3142,2523,29493,12723,16770,14410,4980,9430,8881,4667,4214,1957,603,1354,4245,2473,1772,11128,4293,6835,5484,2050,3434,3504,1380,2124,720,194,526,1420,669,751,141378,60709,80669,,,,,
05,000,State,UTTARAKHAND,Urban,6211,27084,13978,13106,2930,1572,1358,21335,11628,9707,5749,2350,3399,9037,6509,2528,7578,5825,1753,1188,724,464,198,133,65,264,151,113,5928,4817,1111,1459,684,775,166,75,91,163,84,79,142,43,99,988,482,506,1250,604,646,142,64,78,136,74,62,106,36,70,866,430,436,209,80,129,24,11,13,27,10,17,36,7,29,122,52,70,18047,7469,10578,,,,,
05,056,DISTRICT,Uttarkashi,Total,765,3512,1651,1861,316,159,157,2455,1361,1094,1057,290,767,1796,837,959,1230,661,569,449,184,265,11,6,5,340,157,183,430,314,116,566,176,390,158,24,134,25,2,23,185,78,107,198,72,126,413,149,264,31,8,23,22,1,21,172,74,98,188,66,122,153,27,126,127,16,111,3,1,2,13,4,9,10,6,4,1716,814,902,,,,,
05,056,DISTRICT,Uttarkashi,Rural,724,3374,1581,1793,303,151,152,2341,1301,1040,1033,280,753,1744,800,944,1184,626,558,449,184,265,11,6,5,339,157,182,385,279,106,560,174,386,158,24,134,25,2,23,184,78,106,193,70,123,407,147,260,31,8,23,22,1,21,171,74,97,183,64,119,153,27,126,127,16,111,3,1,2,13,4,9,10,6,4,1630,781,849,,,,,
05,056,DISTRICT,Uttarkashi,Urban,41,138,70,68,13,8,5,114,60,54,24,10,14,52,37,15,46,35,11,0,0,0,0,0,0,1,0,1,45,35,10,6,2,4,0,0,0,0,0,0,1,0,1,5,2,3,6,2,4,0,0,0,0,0,0,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,33,53,,,,,
